ID,YEAR,DEPARTMENT_DESCR,COLLEGE_DESCR,FTPT,FirstTerm_CreditHours,FirstTerm_GPA,OneYear retention,TwoYear retention
9049476,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,10,1.79,,
3740451,2017,Early College High School,The University of Akron,FT,10,0,,
5045311,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,17,3.312,,
8345368,2021,Dept of Chemistry,College of Arts & Sciences,PT,7,2.229,,
1445380,2021,Dept of Marketing,College of Business,FT,10,1.41,,
7944827,2019,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,6,0.85,,
9549306,2016,Dept of Marketing,College of Business,FT,9,2.433,1,1
1140437,2017,School of Nursing,College of Health & Human Sci,FT,12,1.55,1,1
1249570,2017,Early College High School,The University of Akron,FT,7,2.043,,
0145277,2021,Dept of Management,College of Business,FT,10,0.27,,
2443340,2020,School of Nursing,College of Health & Human Sci,FT,0,0,,
6647984,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,10,1.19,,
6747591,2016,Dept of Political Science,College of Arts & Sciences,FT,2,1.7,,
8649035,2016,Dept of Psychology,College of Arts & Sciences,FT,8,1.05,,
4149475,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,16,0.769,,
7145328,2021,School of Nursing,College of Health & Human Sci,FT,10,2.59,,
9541921,2017,School of Nursing,College of Health & Human Sci,FT,12,2.158,,
1540034,2017,Early College High School,The University of Akron,FT,4,2.7,,
8845416,2021,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,9,0,,
0145339,2021,Social Work,College of Health & Human Sci,FT,9,1.433,,
4045462,2021,Accountancy,College of Business,FT,17,3.876,,
6249338,2016,School of Allied Health,College of Health & Human Sci,FT,11,2.682,,
4045241,2021,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,1,0,,
7243273,2018,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,11,2.264,,
8549030,2016,Early College High School,The University of Akron,FT,10,1.96,1,
2640137,2018,School of Nursing,College of Health & Human Sci,FT,6,0,,
7549001,2016,,The University of Akron,FT,16,3.681,1,1
6141917,2018,Department of Biology,College of Arts & Sciences,FT,11,2.145,1,1
8648770,2017,Dept of Management,College of Business,FT,16,4,1,1
0849363,2018,,The University of Akron,FT,12,3.283,,
4749602,2017,Dept of Management,College of Business,FT,16,4,1,1
1341136,2020,School of Nursing,College of Health & Human Sci,FT,7,2.971,1,
1149318,2016,Early College High School,The University of Akron,FT,3,2.7,1,
9140170,2017,Accountancy,College of Business,FT,16,3.363,1,
1149369,2016,School of Allied Health,College of Health & Human Sci,FT,4,2.3,,
7149378,2016,Dept of Political Science,College of Arts & Sciences,FT,9,0,,
0449516,2016,Department of Biology,College of Arts & Sciences,FT,17,3.588,1,1
1545361,2021,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,10,3.46,,
5741693,2017,Dept of Marketing,College of Business,FT,19,3.684,1,1
0149532,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,18,3.578,1,1
8840116,2017,School of Music,College of Arts & Sciences,FT,12,2.333,,
2841713,2017,Early College High School,The University of Akron,FT,6,0.65,,
2848987,2017,School of Communication,College of Arts & Sciences,FT,9,0.222,,
7640784,2018,Business Dean,College of Business,FT,12,3.433,1,1
4948364,2019,Accountancy,College of Business,FT,13,3.231,1,1
5249591,2016,Disaster Sci & Emergency Serv,College of Health & Human Sci,FT,16,0.25,,
4349338,2016,,The University of Akron,FT,14,3.121,,
8248968,2016,Myers School of Art,College of Arts & Sciences,FT,9,3.333,1,1
1741694,2017,Social Work,College of Health & Human Sci,FT,15,3.34,1,1
1249362,2017,Department of Biology,College of Arts & Sciences,FT,13,2.269,1,1
6949418,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13.5,3.704,1,1
4449327,2016,Dept of Marketing,College of Business,FT,16,3.056,1,1
5749503,2017,,The University of Akron,FT,5,3.4,,
8340767,2018,Engineering & Science Tech,College of Engr & Polymer Sci,FT,16,0.781,,
9441896,2017,Early College High School,The University of Akron,FT,7,1.943,1,
4849522,2017,School of Communication,College of Arts & Sciences,FT,7,0,,
5838966,2016,,The University of Akron,FT,2,0,,
3041995,2017,Speech-Lang Path & Audiology,College of Health & Human Sci,FT,10,1.71,1,
0948474,2017,Social Work,College of Health & Human Sci,FT,16,1.694,,
5049033,2016,Coll of App Sci & Tech Dean,College of Applied Sci & Tech,FT,6,2.567,1,1
5948066,2016,Business Dean,College of Business,FT,10,2.95,,1
4649599,2016,Early College High School,The University of Akron,FT,14,3.614,1,
5145039,2020,Social Work,College of Health & Human Sci,FT,9,2.989,1,
7648833,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,8,3.4,1,
3545365,2021,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,8,3.075,,
3245432,2021,Social Work,College of Health & Human Sci,FT,10,3.79,,
4149034,2016,Dept of Marketing,College of Business,FT,12,2.392,1,1
6448757,2017,Dept of Mathematics,College of Arts & Sciences,FT,14.5,3.041,1,1
7549519,2017,,The University of Akron,FT,10,3.28,1,
9041124,2017,School of Nursing,College of Health & Human Sci,FT,15,3.553,1,1
2941885,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,12,0,,
7442011,2017,Disaster Sci & Emergency Serv,College of Health & Human Sci,FT,15,1.52,,
0549594,2016,Department of Biology,College of Arts & Sciences,PT,4,0,,
4640389,2016,Department of Biology,College of Arts & Sciences,FT,12,2.658,1,
3645421,2021,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,9,2.9,,
3145280,2021,School of Nursing,College of Health & Human Sci,FT,14,3.307,,
7544957,2021,School of Nursing,College of Health & Human Sci,FT,3,1.7,,
7944304,2020,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,12,1.683,,
2641223,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,8,3.513,1,1
2744891,2019,Dept of Computer Science,College of Engr & Polymer Sci,FT,11,2.191,,
5448490,2017,Business Dean,College of Business,FT,11,1.164,,
6749363,2017,Dept of Political Science,College of Arts & Sciences,FT,9,4,,
0249570,2017,LBJFF School of Education,College of Arts & Sciences,FT,6,2.867,,
7340964,2017,School of Nursing,College of Health & Human Sci,FT,12,1,,
0545430,2021,Department of Biology,College of Arts & Sciences,FT,12,3.925,,
6345450,2021,Dept of Psychology,College of Arts & Sciences,FT,13,2.823,,
8448311,2016,Dept of Political Science,College of Arts & Sciences,FT,16,2.75,1,1
2349602,2017,School of Music,College of Arts & Sciences,FT,19,4,1,1
3648371,2016,,The University of Akron,FT,15,3.52,1,1
7549624,2017,Early College High School,The University of Akron,FT,9,0.678,,
3045242,2021,Department of Biology,College of Arts & Sciences,FT,15,1.44,,
9545298,2021,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,15,2.687,,
3545317,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,0.536,,
2042816,2018,Early College High School,The University of Akron,FT,8,3.25,1,1
6340127,2017,,The University of Akron,FT,15,3.753,1,1
2945452,2021,School of Nursing,College of Health & Human Sci,FT,10,0,,
6249521,2017,Dept of Computer Science,College of Engr & Polymer Sci,FT,15,3.3,1,
9642024,2017,Dept of Marketing,College of Business,FT,17,3.253,1,1
9748594,2017,School of Nursing,College of Health & Human Sci,FT,12,3.167,1,1
9845144,2020,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,11,4,1,
3142511,2017,Early College High School,The University of Akron,FT,2,0,,
7949517,2017,Early College High School,The University of Akron,FT,6,1.333,,
9641921,2017,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,14,1.886,,
5445274,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,12,3.25,,
2549310,2016,Dept of Finance,College of Business,FT,16,0.319,,
7449345,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,0,,
3138998,2016,Early College High School,The University of Akron,FT,15,0,,
2641120,2016,Disaster Sci & Emergency Serv,College of Health & Human Sci,FT,14,2.886,,
6949103,2016,Dept of Physics,College of Arts & Sciences,FT,12,0,,
8643141,2017,Early College High School,The University of Akron,PT,0,0,,
3440378,2017,Dept of Computer Science,College of Engr & Polymer Sci,FT,14,2.343,1,1
6145418,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,3.513,,
2849562,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,15,2.207,1,1
9545318,2021,Accountancy,College of Business,FT,10,2.8,,
6340454,2017,Business Dean,College of Business,FT,11,3.455,1,1
0340786,2017,Myers School of Art,College of Arts & Sciences,FT,15,3.46,1,1
3242020,2017,LBJFF School of Education,College of Arts & Sciences,FT,10,3.21,1,1
9347894,2017,Department of Biology,College of Arts & Sciences,FT,13,3.954,1,1
4942384,2018,School of Music,College of Arts & Sciences,FT,22,3.655,1,1
6149684,2018,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,14,3.914,1,1
8149603,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.514,1,1
0145335,2021,Business Dean,College of Business,FT,4,1.85,,
1644300,2020,Engineering & Science Tech,College of Engr & Polymer Sci,FT,2,3,1,
2741184,2017,Business Dean,College of Business,FT,11,2.764,1,
7239235,2016,Dept of Computer Science,College of Engr & Polymer Sci,FT,17,2.347,1,1
0349063,2016,LBJFF School of Education,College of Arts & Sciences,FT,16,3.869,1,1
6142028,2017,Arts & Sciences Dean,College of Arts & Sciences,FT,13,3.931,1,1
9749603,2017,Accountancy,College of Business,FT,15,3.34,1,1
7742553,2018,Social Work,College of Health & Human Sci,FT,13,2.854,,
8540806,2017,Department of Biology,College of Arts & Sciences,FT,14,2.193,1,1
3644082,2020,Dept of Management,College of Business,FT,16,4,1,
2145055,2020,Dept of Psychology,College of Arts & Sciences,FT,13,3.162,1,
2049509,2017,Dept of Psychology,College of Arts & Sciences,FT,15,2.753,1,1
5045428,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,11,3.564,,
2145223,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,3.869,,
7841135,2020,Department of Biology,College of Arts & Sciences,FT,14,2.25,1,
5945495,2021,Accountancy,College of Business,FT,10,0.51,,
4342805,2018,Department of Biology,College of Arts & Sciences,FT,15,3.653,1,1
1249363,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,8,3.75,1,1
7448140,2016,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,14,3.914,1,1
8349048,2016,Health & Human Sciences Dean,College of Health & Human Sci,FT,11,3.209,,
2344004,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,3.554,1,1
5745071,2020,Department of Biology,College of Arts & Sciences,FT,13,3.438,1,
3244628,2020,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,10,3.41,1,
7248266,2016,Myers School of Art,College of Arts & Sciences,FT,18,3.533,1,1
5749926,2016,Dept of Mathematics,College of Arts & Sciences,FT,13,3.477,1,1
9944298,2020,Myers School of Art,College of Arts & Sciences,FT,15,0,,
3644814,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,6,2,1,
1745192,2020,Arts & Sciences Dean,College of Arts & Sciences,FT,12,3.175,1,
1045022,2021,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,12,4,,
8545076,2020,School of Nursing,College of Health & Human Sci,FT,12,3.5,1,
1045192,2021,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,12,3.008,,
1549561,2017,Dept of Psychology,College of Arts & Sciences,FT,13,3.862,1,1
4349011,2016,Dept of Marketing,College of Business,FT,16,2.738,1,1
9538761,2018,LBJFF School of Education,College of Arts & Sciences,FT,0,0,1,1
6345056,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,3.377,1,
6445145,2020,Dept of Computer Science,College of Engr & Polymer Sci,FT,12,3.175,1,
1048443,2017,School of Nursing,College of Health & Human Sci,FT,16,3.544,1,1
1237775,2016,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,9,3.133,1,1
9947849,2017,Business Dean,College of Business,FT,13,3.769,,
9149517,2017,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,13,2.392,1,1
0041279,2017,Department of Biology,College of Arts & Sciences,FT,15,3.453,1,1
3045353,2021,School of Nursing,College of Health & Human Sci,FT,11,3.273,,
7645101,2020,Department of Biology,College of Arts & Sciences,FT,15,3.92,1,
3845061,2020,Business Dean,College of Business,FT,8,2.325,1,
6645125,2020,School of Music,College of Arts & Sciences,FT,15,4,1,
7748870,2017,,The University of Akron,FT,15,3.413,1,1
2741099,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,10,3.88,1,1
3840814,2017,LBJFF School of Education,College of Arts & Sciences,FT,14,3.936,1,1
2148791,2017,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,14.5,3.876,1,1
9449609,2016,Early College High School,The University of Akron,FT,2,3,1,1
6241221,2018,School of Allied Health,College of Health & Human Sci,FT,13,2.485,1,1
2739216,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,18,3.867,1,1
7541265,2017,Dept of Chemistry,College of Arts & Sciences,FT,14,3.643,1,1
8441717,2018,LBJFF School of Education,College of Arts & Sciences,FT,16,3.063,1,1
0745127,2020,School of Nursing,College of Health & Human Sci,FT,9,2.733,,
2745128,2020,Disaster Sci & Emergency Serv,College of Health & Human Sci,FT,13,3.185,1,
5049476,2017,Dept of Computer Science,College of Engr & Polymer Sci,FT,15,3.533,1,1
2741264,2017,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,9,2.133,1,
1745056,2020,Dept of Psychology,College of Arts & Sciences,FT,10,3.56,1,
9141118,2017,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,13,2.054,1,1
0648945,2017,Dept of Psychology,College of Arts & Sciences,FT,18,2.889,1,1
1645329,2021,Dept of Political Science,College of Arts & Sciences,FT,16,3.869,,
8848944,2017,Dept of Political Science,College of Arts & Sciences,FT,16,3.944,1,1
2847827,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,13,3.308,1,1
6445256,2021,School of Nursing,College of Health & Human Sci,FT,13,2.415,,
0141136,2020,Dept of Computer Science,College of Engr & Polymer Sci,FT,16,3.888,1,
0845416,2021,Department of Sociology,College of Arts & Sciences,FT,15,2.82,,
2243154,2018,Dept of Computer Science,College of Engr & Polymer Sci,FT,11,3.182,1,1
2248029,2016,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,14,2.993,,
9743934,2018,Dept of Psychology,College of Arts & Sciences,FT,9,3.1,,
6048773,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,3.485,1,1
2943195,2018,Myers School of Art,College of Arts & Sciences,FT,12,3.825,1,1
6545426,2021,School of Nursing,College of Health & Human Sci,FT,3,2.233,,
5727125,2016,School of Nursing,College of Health & Human Sci,FT,15,3.273,1,1
2642285,2018,School of Music,College of Arts & Sciences,FT,24,3.846,1,
7442396,2018,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,9,2.156,,
6326886,2019,Department of Biology,College of Arts & Sciences,PT,5,2.28,,
7240388,2018,Engineering & Science Tech,College of Engr & Polymer Sci,PT,5,3.28,1,1
5145025,2020,Arts & Sciences Dean,College of Arts & Sciences,FT,0,0,,
0349433,2016,Dept of Marketing,College of Business,FT,13,2.331,,
0945026,2021,Business Dean,College of Business,FT,13,2.938,,
4142402,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,9,0.589,,
0444990,2021,School of Nursing,College of Health & Human Sci,FT,11,2.955,,
5538588,2016,LBJFF School of Education,College of Arts & Sciences,FT,13,1.031,1,
3040805,2018,School of Nursing,College of Health & Human Sci,FT,12,3.217,1,
9848697,2019,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,17,3.618,1,
7848484,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,18,3.922,1,1
1445369,2021,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,14,2.871,,
6145237,2021,Department of Biology,College of Arts & Sciences,FT,12,2.55,,
3348432,2016,Business Dean,College of Business,FT,17,2.524,1,
6049308,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,12,3.083,1,
0845320,2021,Dept of Political Science,College of Arts & Sciences,FT,9,3.9,,
1948515,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.45,1,
2041433,2017,Dept of Management,College of Business,FT,13,2.538,,
9640048,2018,Department of Biology,College of Arts & Sciences,FT,13,3.569,1,1
2141893,2017,Accountancy,College of Business,FT,7,3.3,1,1
5547854,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,3.854,1,1
1348600,2017,LBJFF School of Education,College of Arts & Sciences,FT,17,3.641,1,1
6049485,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3,1,1
6441888,2017,Business Dean,College of Business,FT,9,1.778,,
7345368,2021,LBJFF School of Education,College of Arts & Sciences,FT,11,3.455,,
2445257,2021,Dept of Finance,College of Business,FT,16,3.175,,
7047848,2016,School of Allied Health,College of Health & Human Sci,FT,16,4,1,1
8147884,2017,Early College High School,The University of Akron,FT,2,0,1,
3840930,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,4,1,1
2141119,2017,Coll of App Sci & Tech Dean,College of Applied Sci & Tech,FT,8,3.625,1,1
9341023,2017,School of Communication,College of Arts & Sciences,FT,6,2.233,1,1
7142499,2018,LBJFF School of Education,College of Arts & Sciences,FT,16,1.494,,
4527405,2017,LBJFF School of Education,College of Arts & Sciences,PT,10,2.81,1,
6944203,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,17,2.976,,
0843189,2021,Dept of Marketing,College of Business,FT,12,3.75,,
8648309,2016,Department of Biology,College of Arts & Sciences,FT,10,1.29,,
2345342,2021,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,14,3.436,,
5045414,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,PT,5,2.2,,
6940687,2017,Dept of Economics,College of Business,FT,13,2.038,1,1
8142404,2018,Dept of Computer Science,College of Engr & Polymer Sci,FT,15,2.62,1,1
7148949,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,2.875,1,1
5745398,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.579,,
1849360,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,15,1.9,1,1
0642402,2018,,The University of Akron,FT,11,3.682,1,
3743154,2018,School of Nursing,College of Health & Human Sci,FT,14,3.529,1,
1345334,2021,School of Nursing,College of Health & Human Sci,FT,12,0.45,,
3944013,2021,Department of Biology,College of Arts & Sciences,FT,15,3.2,,
5749612,2017,Fashion Merchandising,College of Arts & Sciences,FT,15,3.74,1,1
5141184,2017,School of Nursing,College of Health & Human Sci,FT,11,3.445,1,1
1948970,2019,,The University of Akron,FT,15,3.88,1,
5544419,2019,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,14,2.536,1,
3544417,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.043,1,1
4445305,2020,Engineering & Science Tech,College of Engr & Polymer Sci,FT,0,0,1,
8349599,2017,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,14,3.214,1,1
0927257,2016,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,13.5,3.481,1,1
0348367,2016,Dept of Psychology,College of Arts & Sciences,FT,16,3.806,1,1
1043159,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,17,2.859,1,1
8545248,2021,Arts & Sciences Dean,College of Arts & Sciences,FT,15,3.467,,
5247793,2017,Dept of Marketing,College of Business,FT,15,3.247,1,1
9041077,2018,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,2,3,1,
9241114,2018,School of Nursing,College of Health & Human Sci,FT,8,3.538,1,1
4343937,2018,Dept of Computer Science,College of Engr & Polymer Sci,FT,13,2.146,,
8641904,2019,LBJFF School of Education,College of Arts & Sciences,FT,17,1.035,,
7849726,2018,Myers School of Art,College of Arts & Sciences,FT,15,2.14,1,
1542205,2019,School of Nursing,College of Health & Human Sci,FT,14,3.914,1,1
9740135,2018,Arts & Sciences Dean,College of Arts & Sciences,FT,14,3.379,1,1
1245269,2021,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,15,3.28,,
8445085,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.671,,
3339048,2016,Dept of Computer Science,College of Engr & Polymer Sci,FT,16,2.819,1,
4948536,2017,Business Dean,College of Business,FT,17,2.629,1,
4541061,2018,Dept of Management,College of Business,FT,16,3.494,1,1
3739239,2016,Department of Biology,College of Arts & Sciences,FT,10,2.55,1,1
0149479,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.364,1,1
2645074,2019,LBJFF School of Education,College of Arts & Sciences,FT,13,1.338,,
7642401,2018,Dept of Management,College of Business,FT,10,3.61,1,
9941904,2019,Dept of Marketing,College of Business,FT,13,3.008,1,1
1748960,2019,Accountancy,College of Business,FT,12,3.5,1,
7839153,2016,Dept of Computer Science,College of Engr & Polymer Sci,FT,16,2.794,1,1
8049355,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,10,3.88,1,
0247647,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,4,1,1
4927245,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,12,3.65,,
3549589,2016,LBJFF School of Education,College of Arts & Sciences,FT,14,2.829,,
8445024,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,10,2.73,,
5347794,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,2.413,1,1
2545409,2021,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,9,3.9,,
2541065,2018,Dept of Marketing,College of Business,FT,16,3.825,1,1
3245488,2021,Arts & Sciences Dean,College of Arts & Sciences,FT,16,3,,
3239278,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,15,4,1,1
6739010,2016,Speech-Lang Path & Audiology,College of Health & Human Sci,FT,12,2.85,,
6638980,2016,Speech-Lang Path & Audiology,College of Health & Human Sci,FT,18,3.6,1,1
6639081,2016,Department of Biology,College of Arts & Sciences,FT,15,4,1,1
9739087,2016,Department of Biology,College of Arts & Sciences,FT,19,3.811,1,
7649310,2016,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,3,0,,
7848912,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,15,3.9,1,1
6926744,2016,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,15,3.193,1,
6448252,2016,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,16,3.756,,
6049061,2016,Anthropology,College of Arts & Sciences,FT,16,1,,
6048976,2016,Dept of English,College of Arts & Sciences,FT,15,2.647,,
0741918,2017,Dept of History,College of Arts & Sciences,FT,13,2.862,1,
1145256,2020,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,13,0.854,,
3247848,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,12,2.417,1,1
4341108,2018,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,6,1.65,,
7739222,2016,Early College High School,The University of Akron,FT,6,2,1,1
6038830,2016,LBJFF School of Education,College of Arts & Sciences,FT,16,4,,
0949339,2018,Dept of English,College of Arts & Sciences,FT,13,1.715,,
6840805,2020,Engineering & Science Tech,College of Engr & Polymer Sci,PT,9,4,,
3641147,2017,Business Dean,College of Business,FT,16,3.888,1,
0141144,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,10,1.98,,
9344863,2018,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,12,2.85,,
3445363,2021,Department of Biology,College of Arts & Sciences,FT,15,3.793,,
2425545,2016,Early College High School,The University of Akron,FT,9,0,,
4948004,2016,Dept of English,College of Arts & Sciences,FT,15,3.693,1,1
9349730,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,9,2,,
7545468,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,9,3.2,,
5245393,2021,LBJFF School of Education,College of Arts & Sciences,FT,12,2.175,,
6649503,2017,,The University of Akron,FT,10,3.21,,
8345173,2020,Dept of Political Science,College of Arts & Sciences,FT,9,1.689,1,
9447592,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,9,3.456,1,1
9340806,2019,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,12,3.675,1,1
4439214,2016,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,16,4,1,1
5447803,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,11,2.345,1,1
9845286,2020,Dept of Psychology,College of Arts & Sciences,FT,7,1.3,,
1444404,2019,School of Nursing,College of Health & Human Sci,FT,17,2.224,1,1
9940493,2020,Department of Biology,College of Arts & Sciences,FT,13,4,1,
4147637,2016,Early College High School,The University of Akron,FT,13,3.131,1,1
6145288,2021,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,2,3.3,,
4047595,2017,Disaster Sci & Emergency Serv,College of Health & Human Sci,FT,15,3.26,1,1
7849020,2016,Dept of Political Science,College of Arts & Sciences,FT,9,1.944,,
5227179,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,3.593,1,1
7649308,2017,Dept of Finance,College of Business,FT,17,3.729,1,1
1742847,2018,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,15,2.407,1,1
3739023,2016,School of Nursing,College of Health & Human Sci,FT,17,3.453,1,1
3347947,2016,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,15,2.62,1,1
8447763,2016,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,14.5,3.855,1,1
0445161,2021,School of Allied Health,College of Health & Human Sci,FT,6,2,,
0340388,2018,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,14,3.586,1,1
9445280,2021,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,8,3.138,,
9948438,2016,Business Dean,College of Business,FT,9,3.322,1,1
3244984,2020,Dept of Psychology,College of Arts & Sciences,FT,15,4,1,
5844219,2019,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,16,3.306,1,1
6341888,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,10,2.94,1,1
1743526,2018,Department of Statistics,College of Arts & Sciences,FT,12,3.133,,
9744956,2019,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,4,3.225,,1
2445278,2021,Business Dean,College of Business,FT,10,0.3,,
7944475,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,4,1,1
5541024,2017,Accountancy,College of Business,FT,13,3.292,1,1
9539269,2016,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,12.5,3.136,1,1
3640202,2017,LBJFF School of Education,College of Arts & Sciences,FT,16,3.263,1,1
6449584,2017,School of Nursing,College of Health & Human Sci,FT,7,2.829,1,1
4441041,2017,Department of Biology,College of Arts & Sciences,FT,15,3.013,1,1
5645387,2021,School of Nursing,College of Health & Human Sci,FT,2,4,,
3239092,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.3,1,1
5147792,2017,Business Dean,College of Business,FT,9,2.433,1,1
0648438,2016,Business Dean,College of Business,FT,8,3.475,1,1
0448513,2017,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,11,2.7,1,1
5739232,2016,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,15,3.86,1,1
9544955,2019,School of Communication,College of Arts & Sciences,FT,10,1.11,1,1
5145346,2021,Dept of Chemistry,College of Arts & Sciences,FT,9,3.233,,
8538867,2016,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,13,3.931,1,1
